model,openml_task_id,openml_dataset_id,openml_dataset_name,task,feature_type,dataset_size,search_type,seed,device,score_train_mean,score_val_mean,score_test_mean,loss_train_mean,loss_val_mean,loss_test_mean,scores_train,scores_val,scores_test,losses_train,losses_val,losses_test,hp__batch_size,hp__max_epochs,hp__optimizer,hp__lr,hp__weight_decay,hp__lr_scheduler,hp__lr_scheduler_patience,hp__early_stopping_patience,hp__use_pretrained_weights,hp__path_to_weights,hp__n_ensembles
TABPFN_FINETUNE,361060,44120,electricity,CLASSIFICATION,NUMERICAL,MEDIUM,DEFAULT,1,cuda:7,0.8294000029563904,0.8132755756378174,0.8078968524932861,0.3816773295402527,0.4085149765014648,0.409026026725769,[0.8294000029563904],[0.8132755756378174],[0.8078968524932861],[0.3816773295402527],[0.40851497650146484],[0.40902602672576904],1000,0,adamw,1e-05,0,True,30,40,True,tabularbench/models/tabPFN/prior_diff_real_checkpoint_n_0_epoch_42.cpkt,10
TABPFN_FINETUNE,361062,44122,pol,CLASSIFICATION,NUMERICAL,MEDIUM,DEFAULT,1,cuda:7,0.9541353782018026,0.9400955438613892,0.9255586862564088,0.1497769653797149,0.1790835907061894,0.1928164412577947,"[0.9549383521080017, 0.9543715715408325, 0.9530962109565735]","[0.9316427707672119, 0.9459757208824158, 0.9426681399345398]","[0.929650604724884, 0.9263455867767334, 0.9206798672676086]","[0.14846457540988922, 0.1509183794260025, 0.14994794130325317]","[0.1873333752155304, 0.1781642585992813, 0.1717531383037567]","[0.1880466789007187, 0.18832509219646454, 0.20207755267620087]",1000,0,adamw,1e-05,0,True,30,40,True,tabularbench/models/tabPFN/prior_diff_real_checkpoint_n_0_epoch_42.cpkt,10
TABPFN_FINETUNE,361277,45026,heloc,CLASSIFICATION,NUMERICAL,MEDIUM,DEFAULT,0,cuda:6,0.726285715897878,0.7259259025255839,0.7174603144327799,0.5384881099065145,0.5567350387573242,0.556233545144399,"[0.7222856879234314, 0.7265714406967163, 0.7300000190734863]","[0.7388888597488403, 0.7288888692855835, 0.7099999785423279]","[0.7309523820877075, 0.699999988079071, 0.7214285731315613]","[0.5420622825622559, 0.5381600260734558, 0.5352420210838318]","[0.5372069478034973, 0.5490204691886902, 0.5839776992797852]","[0.5377741456031799, 0.5744121670722961, 0.556514322757721]",1000,0,adamw,1e-05,0,True,30,40,True,tabularbench/models/tabPFN/prior_diff_real_checkpoint_n_0_epoch_42.cpkt,10
TABPFN_FINETUNE,361063,44123,house_16H,CLASSIFICATION,NUMERICAL,MEDIUM,DEFAULT,1,cuda:7,0.8975037932395935,0.8736957708994547,0.8759854038556417,0.2498482316732406,0.2967137296994527,0.2922081450621287,"[0.8967270255088806, 0.8973625898361206, 0.8984217643737793]","[0.8797364234924316, 0.8673805594444275, 0.8739703297615051]","[0.8771620392799377, 0.8757500648498535, 0.8750441074371338]","[0.2512849271297455, 0.24991051852703094, 0.24834924936294556]","[0.30072832107543945, 0.2959154546260834, 0.2934974133968353]","[0.29891982674598694, 0.29058191180229187, 0.2871226966381073]",1000,0,adamw,1e-05,0,True,30,40,True,tabularbench/models/tabPFN/prior_diff_real_checkpoint_n_0_epoch_42.cpkt,10
TABPFN_FINETUNE,361065,44125,MagicTelescope,CLASSIFICATION,NUMERICAL,MEDIUM,DEFAULT,1,cuda:7,0.8809498349825541,0.8578553597132365,0.8534993926684061,0.2836203177769978,0.3322241803010304,0.3286743660767873,"[0.8807006478309631, 0.8765352964401245, 0.8856135606765747]","[0.8636741638183594, 0.8595178723335266, 0.8503740429878235]","[0.8451957106590271, 0.855160117149353, 0.8601423501968384]","[0.2789250314235687, 0.2922459542751312, 0.2796899676322937]","[0.33002030849456787, 0.3253999948501587, 0.34125223755836487]","[0.3503335118293762, 0.31577014923095703, 0.3199194371700287]",1000,0,adamw,1e-05,0,True,30,40,True,tabularbench/models/tabPFN/prior_diff_real_checkpoint_n_0_epoch_42.cpkt,10
TABPFN_FINETUNE,361069,44129,Higgs,CLASSIFICATION,NUMERICAL,MEDIUM,DEFAULT,0,cuda:6,0.7408999800682068,0.6769000291824341,0.6763399839401245,0.5607877373695374,0.6051611304283142,0.6054495573043823,[0.7408999800682068],[0.6769000291824341],[0.6763399839401245],[0.5607877373695374],[0.6051611304283142],[0.6054495573043823],1000,0,adamw,1e-05,0,True,30,40,True,tabularbench/models/tabPFN/prior_diff_real_checkpoint_n_0_epoch_42.cpkt,10
TABPFN_FINETUNE,361066,44126,bank-marketing,CLASSIFICATION,NUMERICAL,MEDIUM,DEFAULT,1,cuda:7,0.8010084629058838,0.7983193198839823,0.7917791604995728,0.4288407961527506,0.4357375999291737,0.4572654366493225,"[0.8007833361625671, 0.8032144904136658, 0.7990275621414185]","[0.8025209903717041, 0.8004201650619507, 0.7920168042182922]","[0.7952294945716858, 0.7821782231330872, 0.7979297637939453]","[0.42928898334503174, 0.42470070719718933, 0.4325326979160309]","[0.4289824664592743, 0.42403313517570496, 0.4541971981525421]","[0.4668816924095154, 0.4654292166233063, 0.4394854009151459]",1000,0,adamw,1e-05,0,True,30,40,True,tabularbench/models/tabPFN/prior_diff_real_checkpoint_n_0_epoch_42.cpkt,10
TABPFN_FINETUNE,361274,45021,jannis,CLASSIFICATION,NUMERICAL,MEDIUM,DEFAULT,0,cuda:6,0.7700999975204468,0.7366540431976318,0.743349552154541,0.4857807159423828,0.5200856328010559,0.5193532705307007,[0.7700999975204468],[0.7366540431976318],[0.743349552154541],[0.4857807159423828],[0.5200856328010559],[0.5193532705307007],1000,0,adamw,1e-05,0,True,30,40,True,tabularbench/models/tabPFN/prior_diff_real_checkpoint_n_0_epoch_42.cpkt,10
TABPFN_FINETUNE,361276,45028,california,CLASSIFICATION,NUMERICAL,MEDIUM,DEFAULT,0,cuda:6,0.8754000067710876,0.8567398190498352,0.8539763689041138,0.2915828227996826,0.320729911327362,0.3188736736774444,[0.8754000067710876],[0.8567398190498352],[0.8539763689041138],[0.2915828227996826],[0.32072991132736206],[0.31887367367744446],1000,0,adamw,1e-05,0,True,30,40,True,tabularbench/models/tabPFN/prior_diff_real_checkpoint_n_0_epoch_42.cpkt,10
TABPFN_FINETUNE,361068,44128,MiniBooNE,CLASSIFICATION,NUMERICAL,MEDIUM,DEFAULT,1,cuda:7,0.942799985408783,0.9261865615844728,0.9275267124176024,0.1589404791593551,0.1902396529912948,0.191917285323143,[0.942799985408783],[0.9261865615844727],[0.9275267124176025],[0.15894047915935516],[0.19023965299129486],[0.191917285323143],1000,0,adamw,1e-05,0,True,30,40,True,tabularbench/models/tabPFN/prior_diff_real_checkpoint_n_0_epoch_42.cpkt,10
