model,openml_task_id,openml_dataset_id,openml_dataset_name,task,feature_type,dataset_size,search_type,seed,device,score_train_mean,score_val_mean,score_test_mean,loss_train_mean,loss_val_mean,loss_test_mean,scores_train,scores_val,scores_test,losses_train,losses_val,losses_test,hp__batch_size,hp__max_epochs,hp__optimizer,hp__lr,hp__weight_decay,hp__lr_scheduler,hp__lr_scheduler_patience,hp__early_stopping_patience,hp__use_pretrained_weights,hp__path_to_weights,hp__n_ensembles
TABPFN_FINETUNE,361055,44089,credit,CLASSIFICATION,NUMERICAL,MEDIUM,DEFAULT,0,cuda:6,0.7815499901771545,0.7715988159179688,0.7714893519878387,0.4648714810609817,0.4829083532094955,0.490709587931633,"[0.7817999720573425, 0.7813000082969666]","[0.7899702191352844, 0.7532274127006531]","[0.7706382870674133, 0.7723404169082642]","[0.4643397331237793, 0.4654032289981842]","[0.4681621491909027, 0.4976545572280884]","[0.49181079864501953, 0.48960837721824646]",10000,300,adamw,0.0001,1e-05,True,30,40,False,tabularbench/models/tabPFN/prior_diff_real_checkpoint_n_0_epoch_42.cpkt,1
TABPFN_FINETUNE,361060,44120,electricity,CLASSIFICATION,NUMERICAL,MEDIUM,DEFAULT,1,cuda:7,0.8044999837875366,0.7917349338531494,0.7896849513053894,0.420500785112381,0.4402641654014587,0.4391536116600036,[0.8044999837875366],[0.7917349338531494],[0.7896849513053894],[0.420500785112381],[0.44026416540145874],[0.43915361166000366],10000,300,adamw,0.0001,1e-05,True,30,40,False,tabularbench/models/tabPFN/prior_diff_real_checkpoint_n_0_epoch_42.cpkt,1
TABPFN_FINETUNE,361277,45026,heloc,CLASSIFICATION,NUMERICAL,MEDIUM,DEFAULT,0,cuda:6,0.7281904816627502,0.7125925819079081,0.7166666785875956,0.5428796211878458,0.5619502862294515,0.5558350483576456,"[0.7160000205039978, 0.7364285588264465, 0.7321428656578064]","[0.7288888692855835, 0.7255555391311646, 0.6833333373069763]","[0.7280952334403992, 0.6919047832489014, 0.7300000190734863]","[0.5570849180221558, 0.5340350866317749, 0.5375188589096069]","[0.5426225066184998, 0.5576813220977783, 0.5855470299720764]","[0.5464172959327698, 0.5700544118881226, 0.5510334372520447]",10000,300,adamw,0.0001,1e-05,True,30,40,False,tabularbench/models/tabPFN/prior_diff_real_checkpoint_n_0_epoch_42.cpkt,1
TABPFN_FINETUNE,361069,44129,Higgs,CLASSIFICATION,NUMERICAL,MEDIUM,DEFAULT,0,cuda:6,0.7196999788284302,0.6950799822807312,0.6916800141334534,0.5484868884086609,0.5789398550987244,0.5837822556495667,[0.7196999788284302],[0.6950799822807312],[0.6916800141334534],[0.5484868884086609],[0.5789398550987244],[0.5837822556495667],10000,300,adamw,0.0001,1e-05,True,30,40,False,tabularbench/models/tabPFN/prior_diff_real_checkpoint_n_0_epoch_42.cpkt,1
TABPFN_FINETUNE,361070,44130,eye_movements,CLASSIFICATION,NUMERICAL,MEDIUM,DEFAULT,0,cuda:6,0.6114553809165955,0.5867446462313334,0.5668125947316488,0.6536498864491781,0.6679817239443461,0.6815667351086935,"[0.6232863664627075, 0.6169013977050781, 0.5941783785820007]","[0.6125730872154236, 0.5730994343757629, 0.5745614171028137]","[0.5616009831428528, 0.5703564882278442, 0.5684803128242493]","[0.6479717493057251, 0.6518526077270508, 0.6611253023147583]","[0.6607484221458435, 0.6681686043739319, 0.6750281453132629]","[0.6850677728652954, 0.6823749542236328, 0.6772574782371521]",10000,300,adamw,0.0001,1e-05,True,30,40,False,tabularbench/models/tabPFN/prior_diff_real_checkpoint_n_0_epoch_42.cpkt,1
TABPFN_FINETUNE,361063,44123,house_16H,CLASSIFICATION,NUMERICAL,MEDIUM,DEFAULT,1,cuda:7,0.8887476722399393,0.8739703496297201,0.8793975710868835,0.2620187898476918,0.2982867956161499,0.2880992194016774,"[0.8885711431503296, 0.8946086168289185, 0.8830632567405701]","[0.8855024576187134, 0.8690280318260193, 0.8673805594444275]","[0.8746911287307739, 0.8835157155990601, 0.8799858689308167]","[0.257633239030838, 0.24851271510124207, 0.2799104154109955]","[0.3011675179004669, 0.29694482684135437, 0.2967480421066284]","[0.2943306863307953, 0.28312790393829346, 0.2868390679359436]",10000,300,adamw,0.0001,1e-05,True,30,40,False,tabularbench/models/tabPFN/prior_diff_real_checkpoint_n_0_epoch_42.cpkt,1
TABPFN_FINETUNE,361273,45022,Diabetes130US,CLASSIFICATION,NUMERICAL,MEDIUM,DEFAULT,0,cuda:6,0.6100000143051147,0.5991706252098083,0.600074827671051,0.6581133604049683,0.6647017598152161,0.6657771468162537,[0.6100000143051147],[0.5991706252098083],[0.600074827671051],[0.6581133604049683],[0.6647017598152161],[0.6657771468162537],10000,300,adamw,0.0001,1e-05,True,30,40,False,tabularbench/models/tabPFN/prior_diff_real_checkpoint_n_0_epoch_42.cpkt,1
TABPFN_FINETUNE,361275,45020,default-of-credit-card-clients,CLASSIFICATION,NUMERICAL,MEDIUM,DEFAULT,0,cuda:6,0.727592408657074,0.6948632001876831,0.7117407917976379,0.5390601754188538,0.5946424802144369,0.5680200457572937,"[0.7276641726493835, 0.7259418964385986, 0.7291711568832397]","[0.7001674771308899, 0.6884422302246094, 0.69597989320755]","[0.7022955417633057, 0.7213056087493896, 0.7116212248802185]","[0.5409985184669495, 0.5374284982681274, 0.5387535095214844]","[0.5865341424942017, 0.6116799712181091, 0.5857133269309998]","[0.5742079615592957, 0.5556354522705078, 0.5742167234420776]",10000,300,adamw,0.0001,1e-05,True,30,40,False,tabularbench/models/tabPFN/prior_diff_real_checkpoint_n_0_epoch_42.cpkt,1
TABPFN_FINETUNE,361276,45028,california,CLASSIFICATION,NUMERICAL,MEDIUM,DEFAULT,0,cuda:6,0.8859999775886536,0.8617554903030396,0.8668726682662964,0.2658452987670898,0.3213111460208893,0.3057866394519806,[0.8859999775886536],[0.8617554903030396],[0.8668726682662964],[0.26584529876708984],[0.3213111460208893],[0.3057866394519806],10000,300,adamw,0.0001,1e-05,True,30,40,False,tabularbench/models/tabPFN/prior_diff_real_checkpoint_n_0_epoch_42.cpkt,1
TABPFN_FINETUNE,361065,44125,MagicTelescope,CLASSIFICATION,NUMERICAL,MEDIUM,DEFAULT,1,cuda:7,0.8751824498176575,0.8512053291002909,0.8544483780860901,0.2857736647129059,0.3345933159192403,0.3290270169576009,"[0.8792054057121277, 0.8739719986915588, 0.8723699450492859]","[0.8570241332054138, 0.8603491187095642, 0.8362427353858948]","[0.846619188785553, 0.8622775673866272, 0.8544483780860901]","[0.2748225927352905, 0.28941431641578674, 0.2930840849876404]","[0.32787230610847473, 0.3170490860939026, 0.35885855555534363]","[0.3471917510032654, 0.31636738777160645, 0.3235219120979309]",10000,300,adamw,0.0001,1e-05,True,30,40,False,tabularbench/models/tabPFN/prior_diff_real_checkpoint_n_0_epoch_42.cpkt,1
