model,openml_task_id,openml_dataset_id,openml_dataset_name,task,feature_type,dataset_size,search_type,seed,device,score_train_mean,score_val_mean,score_test_mean,loss_train_mean,loss_val_mean,loss_test_mean,scores_train,scores_val,scores_test,losses_train,losses_val,losses_test,hp__batch_size,hp__max_epochs,hp__optimizer,hp__lr,hp__weight_decay,hp__lr_scheduler,hp__lr_scheduler_patience,hp__early_stopping_patience,hp__use_pretrained_weights,hp__path_to_weights,hp__n_ensembles
TABPFN_FINETUNE,361093,44055,analcatdata_supreme,REGRESSION,MIXED,MEDIUM,DEFAULT,0,cuda:6,0.8684456944465637,0.8811668753623962,0.8427661299705506,0.039205489680171,0.0387894101440906,0.0474181659519672,"[0.8622617721557617, 0.887633740901947, 0.8696987628936768, 0.829237699508667, 0.8933964967727661]","[0.8680194020271301, 0.9298607707023621, 0.8678680062294006, 0.7942290306091309, 0.9458571672439575]","[0.8434300422668457, 0.8799676299095154, 0.8455431461334229, 0.8116964101791382, 0.8331934213638306]","[0.03996402025222778, 0.034068796783685684, 0.03886140137910843, 0.05229867622256279, 0.030834553763270378]","[0.040415674448013306, 0.021142078563570976, 0.050279393792152405, 0.06123984977602959, 0.02087005414068699]","[0.05279926955699921, 0.035721685737371445, 0.04287705942988396, 0.05436597764492035, 0.05132683739066124]",10000,300,adamw,0.0001,1e-05,True,30,40,False,tabularbench/models/tabPFN/prior_diff_real_checkpoint_n_0_epoch_42.cpkt,1
TABPFN_FINETUNE,361094,44056,visualizing_soil,REGRESSION,MIXED,MEDIUM,DEFAULT,1,cuda:7,0.9962644179662068,0.9964847564697266,0.9957934617996216,0.5731962223847707,0.5353089074293772,0.6456158757209778,"[0.9942062497138977, 0.9982470870018005, 0.9963399171829224]","[0.9946655631065369, 0.9979811310768127, 0.9968075752258301]","[0.9929953217506409, 0.9981846809387207, 0.9962003827095032]","[0.8890653848648071, 0.27213653922080994, 0.5583867430686951]","[0.817544162273407, 0.2975503206253052, 0.49083223938941956]","[1.0729994773864746, 0.2715814709663391, 0.5922666788101196]",10000,300,adamw,0.0001,1e-05,True,30,40,False,tabularbench/models/tabPFN/prior_diff_real_checkpoint_n_0_epoch_42.cpkt,1
TABPFN_FINETUNE,361102,44068,particulate-matter-ukair-2017,REGRESSION,MIXED,MEDIUM,DEFAULT,0,cuda:6,0.6521577835083008,0.6370366811752319,0.6462912559509277,0.1600507050752639,0.1671558618545532,0.1647624969482422,[0.6521577835083008],[0.6370366811752319],[0.6462912559509277],[0.16005070507526398],[0.16715586185455322],[0.1647624969482422],10000,300,adamw,0.0001,1e-05,True,30,40,False,tabularbench/models/tabPFN/prior_diff_real_checkpoint_n_0_epoch_42.cpkt,1
TABPFN_FINETUNE,361104,45042,abalone,REGRESSION,MIXED,MEDIUM,DEFAULT,0,cuda:6,0.575202202796936,0.5584495186805725,0.5484416007995605,4.40933084487915,4.386755514144897,4.784481716156006,"[0.5707845687866211, 0.5919897556304932, 0.5509439706802368, 0.5795810222625732, 0.5827116966247559]","[0.5219358205795288, 0.5848340392112732, 0.5088735818862915, 0.6250687837600708, 0.5515353679656982]","[0.5366404056549072, 0.5586376190185547, 0.5612315535545349, 0.5289387106895447, 0.5567597150802612]","[4.50465202331543, 4.285173416137695, 4.464632034301758, 4.3712263107299805, 4.420970439910889]","[5.370309352874756, 3.4796693325042725, 5.458737850189209, 3.86621356010437, 3.75884747505188]","[4.466155529022217, 4.795547962188721, 5.081705570220947, 4.888960838317871, 4.690038681030273]",10000,300,adamw,0.0001,1e-05,True,30,40,False,tabularbench/models/tabPFN/prior_diff_real_checkpoint_n_0_epoch_42.cpkt,1
TABPFN_FINETUNE,361287,45043,seattlecrime6,REGRESSION,MIXED,MEDIUM,DEFAULT,0,cuda:6,-0.0145009756088256,-0.011592149734497,-0.0139071941375732,179297.453125,181138.484375,180859.203125,[-0.014500975608825684],[-0.01159214973449707],[-0.013907194137573242],[179297.453125],[181138.484375],[180859.203125],10000,300,adamw,0.0001,1e-05,True,30,40,False,tabularbench/models/tabPFN/prior_diff_real_checkpoint_n_0_epoch_42.cpkt,1
TABPFN_FINETUNE,361288,45045,delays_zurich_transport,REGRESSION,MIXED,MEDIUM,DEFAULT,0,cuda:6,-0.0382784605026245,-0.0643298625946044,-0.0616126060485839,10.098734855651855,10.43722915649414,10.411913871765137,[-0.03827846050262451],[-0.06432986259460449],[-0.061612606048583984],[10.098734855651855],[10.43722915649414],[10.411913871765137],10000,300,adamw,0.0001,1e-05,True,30,40,False,tabularbench/models/tabPFN/prior_diff_real_checkpoint_n_0_epoch_42.cpkt,1
TABPFN_FINETUNE,361289,45047,Airlines_DepDelay_1M,REGRESSION,MIXED,MEDIUM,DEFAULT,0,cuda:6,-0.0066545009613037,-0.012934923171997,-0.0115281343460083,3.865269184112549,3.927069902420044,3.94608998298645,[-0.006654500961303711],[-0.01293492317199707],[-0.0115281343460083],[3.865269184112549],[3.927069902420044],[3.94608998298645],10000,300,adamw,0.0001,1e-05,True,30,40,False,tabularbench/models/tabPFN/prior_diff_real_checkpoint_n_0_epoch_42.cpkt,1
TABPFN_FINETUNE,361098,44063,Bike_Sharing_Demand,REGRESSION,MIXED,MEDIUM,DEFAULT,1,cuda:7,0.8729471266269684,0.8530004918575287,0.8612802624702454,4182.117431640625,4738.851806640625,4596.688232421875,"[0.8401837348937988, 0.9057105183601379]","[0.8162303566932678, 0.8897706270217896]","[0.8302879333496094, 0.8922725915908813]","[5243.0849609375, 3121.14990234375]","[5921.57568359375, 3556.1279296875]","[5661.95263671875, 3531.423828125]",10000,300,adamw,0.0001,1e-05,True,30,40,False,tabularbench/models/tabPFN/prior_diff_real_checkpoint_n_0_epoch_42.cpkt,1
TABPFN_FINETUNE,361291,45048,medical_charges,REGRESSION,MIXED,MEDIUM,DEFAULT,0,cuda:6,0.9690340757369996,0.9681695699691772,0.9688141345977784,0.0096987234428524,0.010220649652183,0.0100377583876252,[0.9690340757369995],[0.9681695699691772],[0.9688141345977783],[0.009698723442852497],[0.010220649652183056],[0.010037758387625217],10000,300,adamw,0.0001,1e-05,True,30,40,False,tabularbench/models/tabPFN/prior_diff_real_checkpoint_n_0_epoch_42.cpkt,1
TABPFN_FINETUNE,361101,44066,house_sales,REGRESSION,MIXED,MEDIUM,DEFAULT,0,cuda:6,0.8939794898033142,0.8723236322402954,0.8740140199661255,0.0295085944235324,0.035804808139801,0.0346307344734668,[0.8939794898033142],[0.8723236322402954],[0.8740140199661255],[0.029508594423532486],[0.035804808139801025],[0.03463073447346687],10000,300,adamw,0.0001,1e-05,True,30,40,False,tabularbench/models/tabPFN/prior_diff_real_checkpoint_n_0_epoch_42.cpkt,1
